from_reach,to_reach
15001200022940,15001200060351
15001200078202,15001200023904
15001200092897,15001200032931
15001200021953,15001200035139
15001200106632,15001200060516
15001200035432,15001200075062
15001200049848,15001200070545
15001200052119,15001200030808
15001200025297,15001200035554
15001200050395,15001200002791
15001200078200,15001200015763
15001200091928,15001200022073
15001200006759,15001200042260
15001200106319,15001200049237
15001200020624,15001200029592
15001200024119,15001200042818
15001200023144,15001200003778
15001200078745,15001200009591
15001200106465,15001200063754
15001200037279,15001200003856
15001200077523,15001200024550
15001200091766,15001200017265
15001200009498,15001200060272
15001200011127,15001200065395
15001200049541,15001200028516
15001200051700,15001200063379
15001200064678,15001200016117
15001200078363,15001200017461
15001200053350,15001200013437
15001200107830,15001200058937
15001200049847,15001200002547
15001200078372,15001200040865
15001200094261,15001200042135
15001200035614,15001200020534
15001200020629,15001200036777
15001200049868,15001200019917
15001200063638,15001200037282
15001200108805,15001200005145
15001200093207,15001200074875
15001200038486,15001200026967
15001200051507,15001200061732
15001200064378,15001200008862
15001200007417,15001200025957
15001200108814,15001200023440
15001200094870,15001200046248
15001200039106,15001200008502
15001200108254,15001200061730
15001200066355,15001200042104
15001200008874,15001200028472
15001200035310,15001200002470
15001200078734,15001200063609
15001200105714,15001200059178
15001200008891,15001200022610
15001200106625,15001200042241
15001200094463,15001200072468
15001200034653,15001200042987
15001200107302,15001200061807
15001200039102,15001200067739
15001200007928,15001200043648
15001200025134,15001200051753
15001200050052,15001200056238
15001200036099,15001200009121
15001200006307,15001200079907
15001200022527,15001200003246
15001200081408,15001200072324
15001200035598,15001200063694
15001200049539,15001200011238
15001200021770,15001200033777
15001200007779,15001200061825
15001200037060,15001200003403
15001200067593,15001200063096
15001200067404,15001200035569
15001200038906,15001200038752
15001200067409,15001200055923
15001200049095,15001200032981
15001200063190,15001200027309
15001200053673,15001200065393
15001200051509,15001200046290
15001200106337,15001200020540
15001200110664,15001200035545
15001200006309,15001200046470
15001200092546,15001200002648
15001200063028,15001200038927
15001200065747,15001200067983
15001200010776,15001200074474
15001200080110,15001200013672
15001200081986,15001200061563
15001200092552,15001200050117
15001200023533,15001200004717
15001200049387,15001200019637
15001200065940,15001200004367
15001200051326,15001200061744
15001200023152,15001200057454
15001200065760,15001200040787
15001200078357,15001200026756
15001200021782,15001200012788
15001200064195,15001200026753
15001200052113,15001200005047
15001200006615,15001200068401
15001200067740,15001200076762
15001200010954,15001200076764
15001200078888,15001200002834
15001200093861,15001200009783
15001200035611,15001200040199
15001200094073,15001200079434
15001200008091,15001200013676
15001200092719,15001200025217
15001200093867,15001200051950
15001200096323,15001200048038
15001200020779,15001200049256
15001200035133,15001200049246
15001200007420,15001200015044
15001200023331,15001200070273
15001200052117,15001200012876
15001200064204,15001200065931
15001200110095,15001200010126
15001200010120,15001200006107
15001200067581,15001200024481
15001200037899,15001200031170
15001200082161,15001200032442
15001200106949,15001200024535
15001200036840,15001200003297
15001200077881,15001200033391
15001200065552,15001200030474
15001200107438,15001200050060
15001200007610,15001200068221
15001200081985,15001200042050
15001200063830,15001200049206
15001200106954,15001200011284
15001200036097,15001200022249
15001200108442,15001200017567
15001200007773,15001200079628
15001200107286,15001200040833
15001200092235,15001200060514
15001200092892,15001200050982
15001200038715,15001200049923
15001200093206,15001200068137
15001200051924,15001200004518
15001200010767,15001200007428
15001200106458,15001200054812
15001200066561,15001200065565
15001200063035,15001200056327
15001200068137,15001200029088
15001200092083,15001200054834
15001200081608,15001200049916
15001200109877,15001200072289
15001200077396,15001200040913
15001200010341,15001200032856
15001200081807,15001200007597
15001200092548,15001200035150
15001200022524,15001200032918
15001200064680,15001200063545
15001200064897,15001200070375
15001200036628,15001200003161
15001200050583,15001200007533
15001200106152,15001200028521
15001200064185,15001200059008
15001200063820,15001200063694
15001200078365,15001200002642
15001200080711,15001200034129
15001200006308,15001200030890
15001200050578,15001200002933
15001200051929,15001200031601
15001200036848,15001200009355
15001200064004,15001200048256
15001200053507,15001200012333
15001200049864,15001200020535
15001200079471,15001200038844
15001200093196,15001200003066
15001200065334,15001200026462
15001200050402,15001200077294
15001200020905,15001200002429
15001200036631,15001200046317
15001200051516,15001200022610
15001200107285,15001200036716
15001200051154,15001200030184
15001200107294,15001200008274
15001200037895,15001200014848
15001200036100,15001200008862
15001200007787,15001200030504
15001200095484,15001200065513
15001200081147,15001200079245
15001200092388,15001200002591
15001200092903,15001200002747
15001200008085,15001200074876
15001200091783,15001200015184
15001200009501,15001200063313
15001200080541,15001200047189
15001200034657,15001200072913
15001200036428,15001200014708
15001200064372,15001200019061
15001200092394,15001200021879
15001200007077,15001200044497
15001200050228,15001200074965
15001200109643,15001200051841
15001200039115,15001200060151
15001200007613,15001200046381
15001200024743,15001200074510
15001200035314,15001200017801
15001200108040,15001200030478
15001200021392,15001200050140
15001200037883,15001200041452
15001200035139,15001200017037
15001200009488,15001200008914
15001200063026,15001200070684
15001200078015,15001200044512
15001200080922,15001200031159
15001200052499,15001200028449
15001200062886,15001200034655
15001200064008,15001200053465
15001200020460,15001200002371
15001200051919,15001200004247
15001200093210,15001200047289
15001200092537,15001200020382
15001200007422,15001200037774
15001200063645,15001200023259
15001200037680,15001200079373
15001200106468,15001200052126
15001200036254,15001200063569
15001200062888,15001200070711
15001200092907,15001200009032
15001200091933,15001200013399
15001200064505,15001200079594
15001200109429,15001200005993
15001200109430,15001200042800
15001200007634,15001200028853
15001200066130,15001200025180
15001200077697,15001200077480
15001200095047,15001200065567
15001200063473,15001200002460
15001200025124,15001200063098
15001200065754,15001200058872
15001200093642,15001200074817
15001200106641,15001200029565
15001200022300,15001200072613
15001200022535,15001200035668
15001200080309,15001200045346
15001200020772,15001200068404
15001200091767,15001200017921
15001200052120,15001200022228
15001200107441,15001200074875
15001200064529,15001200053394
15001200050041,15001200038883
15001200065551,15001200038220
15001200035615,15001200079728
15001200022137,15001200008274
15001200050736,15001200019059
15001200064181,15001200018676
15001200105858,15001200044555
15001200050942,15001200077183
15001200064882,15001200003203
15001200078204,15001200039543
15001200050238,15001200047314
15001200021572,15001200074993
15001200021407,15001200035708
15001200066364,15001200065586
15001200023150,15001200046290
15001200023328,15001200067981
15001200052105,15001200036127
15001200022132,15001200057559
15001200107283,15001200050070
15001200010344,15001200057320
15001200008075,15001200002996
15001200021774,15001200029557
15001200107116,15001200032931
15001200050929,15001200026742
15001200107448,15001200077224
15001200007618,15001200002709
15001200025497,15001200079076
15001200093442,15001200056162
15001200009269,15001200065638
15001200078032,15001200036752
15001200035784,15001200059046
15001200052118,15001200079336
15001200095961,15001200013851
15001200094264,15001200032068
15001200011483,15001200044204
15001200106942,15001200002664
15001200051697,15001200065666
15001200021784,15001200065931
15001200078025,15001200046417
15001200106624,15001200054792
15001200080920,15001200065564
15001200093211,15001200029159
15001200078355,15001200048257
15001200077527,15001200052185
15001200106952,15001200002744
15001200025135,15001200034095
15001200092544,15001200053466
15001200007442,15001200074993
15001200037285,15001200040110
15001200066557,15001200005589
15001200008090,15001200013676
15001200022713,15001200050953
15001200021783,15001200013558
15001200064675,15001200036184
15001200106950,15001200014425
15001200064006,15001200042228
15001200079080,15001200019910
15001200064194,15001200041550
15001200067576,15001200038730
15001200093204,15001200012239
15001200064203,15001200042220
15001200108445,15001200054587
15001200065337,15001200011311
15001200094060,15001200003636
15001200024345,15001200055985
15001200021074,15001200056295
15001200065103,15001200007259
15001200051916,15001200017021
15001200081984,15001200028437
15001200049236,15001200034647
15001200008703,15001200033751
15001200093041,15001200037251
15001200092536,15001200031670
15001200106156,15001200048303
15001200067415,15001200010452
15001200078360,15001200015044
15001200093638,15001200007451
15001200050394,15001200023677
15001200008076,15001200003046
15001200007418,15001200028191
15001200035441,15001200024986
15001200051701,15001200065664
15001200109226,15001200033300
15001200063194,15001200039584
15001200025122,15001200076767
15001200021069,15001200023474
15001200025300,15001200023834
15001200066757,15001200044299
15001200106633,15001200032116
15001200020627,15001200036250
15001200035129,15001200002443
15001200078538,15001200026487
15001200036427,15001200016117
15001200023527,15001200015749
15001200025126,15001200026953
15001200065549,15001200003925
15001200021233,15001200016704
15001200007247,15001200045483
15001200008093,15001200058954
15001200065745,15001200032068
15001200024952,15001200008269
15001200108259,15001200057454
15001200108247,15001200079436
15001200063823,15001200002563
15001200008480,15001200074794
15001200078029,15001200051026
15001200080528,15001200010029
15001200036098,15001200035690
15001200064183,15001200002678
15001200106336,15001200063751
15001200039114,15001200037650
15001200093205,15001200012441
15001200008488,15001200030186
15001200078534,15001200029174
15001200023325,15001200038814
15001200065555,15001200057455
15001200024963,15001200035015
15001200077861,15001200038906
15001200051517,15001200025189
15001200077689,15001200068366
15001200063472,15001200027891
15001200064890,15001200068107
15001200022723,15001200009000
15001200093048,15001200077257
15001200106936,15001200079656
15001200021567,15001200072716
15001200037898,15001200063315
15001200050045,15001200018295
15001200050401,15001200070426
15001200009894,15001200076927
15001200036105,15001200068188
15001200037281,15001200065697
15001200063486,15001200013682
15001200080308,15001200065639
15001200065547,15001200049085
15001200077539,15001200021886
15001200022530,15001200054687
15001200035794,15001200034618
15001200106787,15001200002607
15001200035946,15001200002653
15001200108256,15001200070274
15001200077857,15001200052142
15001200106010,15001200021886
15001200093440,15001200003135
15001200065104,15001200008606
15001200051325,15001200047242
15001200035789,15001200002624
15001200067406,15001200007428
15001200078742,15001200050084
15001200063039,15001200026767
15001200022127,15001200056190
15001200093044,15001200009146
15001200034805,15001200066124
15001200107124,15001200036721
15001200049096,15001200029868
15001200063320,15001200045504
15001200049534,15001200032131
15001200036440,15001200068134
15001200037068,15001200070303
15001200093866,15001200074790
15001200105713,15001200049283
15001200106464,15001200050138
15001200021768,15001200079657
15001200092385,15001200002540
15001200107451,15001200079563
15001200007261,15001200039543
15001200035141,15001200044520
15001200051715,15001200058871
15001200063328,15001200042970
15001200063827,15001200061869
15001200036839,15001200057496
15001200035307,15001200042253
15001200009090,15001200031176
15001200049385,15001200040900
15001200036431,15001200021181
15001200007919,15001200061812
15001200008079,15001200028174
15001200067405,15001200072261
15001200091925,15001200040228
15001200067595,15001200034095
15001200079895,15001200068018
15001200008483,15001200006710
15001200036246,15001200002964
15001200037061,15001200003440
15001200037065,15001200065729
15001200010951,15001200044242
15001200008699,15001200011559
15001200020788,15001200077506
15001200022726,15001200025674
15001200067410,15001200048059
15001200022523,15001200061768
15001200092553,15001200032110
15001200063029,15001200054890
15001200006915,15001200002515
15001200063640,15001200002523
15001200081148,15001200005943
15001200063834,15001200036211
15001200079085,15001200040153
15001200106462,15001200002523
15001200050934,15001200003246
15001200008694,15001200003552
15001200066972,15001200020668
15001200077858,15001200068341
15001200105710,15001200040251
15001200050738,15001200003024
15001200052320,15001200042817
15001200108041,15001200035099
15001200051152,15001200042866
15001200079475,15001200008135
15001200006606,15001200024550
15001200067589,15001200012576
15001200091641,15001200052201
15001200096140,15001200032007
15001200011324,15001200019732
15001200007258,15001200052107
15001200066150,15001200054554
15001200037067,15001200074792
15001200024745,15001200060181
15001200080316,15001200018922
15001200110298,15001200061560
15001200106953,15001200023046
15001200051131,15001200065775
15001200065753,15001200063378
15001200109225,15001200032870
15001200081805,15001200007191
15001200007250,15001200015343
15001200049248,15001200050172
15001200091927,15001200040227
15001200081609,15001200072291
15001200035781,15001200074996
15001200063024,15001200027038
15001200038279,15001200005678
15001200022299,15001200052027
15001200064667,15001200070402
15001200065748,15001200004207
15001200035311,15001200002481
15001200009892,15001200076928
15001200106147,15001200070634
15001200081407,15001200027530
15001200064179,15001200033777
15001200080105,15001200051926
15001200094278,15001200079407
15001200109432,15001200038181
15001200065105,15001200009647
15001200094673,15001200023863
15001200038488,15001200038769
15001200022129,15001200002845
15001200064668,15001200053406
15001200065948,15001200039450
15001200022715,15001200003326
15001200094467,15001200004574
15001200095951,15001200069988
15001200063481,15001200002509
15001200021224,15001200040885
15001200092387,15001200031247
15001200010346,15001200060198
15001200024346,15001200046215
15001200110083,15001200007342
15001200037884,15001200067919
15001200007073,15001200033796
15001200063342,15001200027307
15001200007436,15001200052096
15001200077877,15001200059081
15001200064509,15001200054709
15001200106476,15001200070576
15001200108047,15001200011777
15001200038284,15001200067863
15001200105709,15001200026224
15001200020917,15001200056304
15001200080101,15001200029133
15001200022533,15001200065802
15001200081819,15001200010452
15001200080111,15001200045361
15001200038714,15001200076860
15001200078543,15001200002676
15001200020463,15001200070712
15001200008478,15001200065777
15001200035135,15001200033802
15001200036106,15001200072660
15001200034963,15001200075139
15001200064190,15001200002720
15001200078885,15001200063574
15001200065761,15001200053282
15001200035318,15001200019492
15001200091934,15001200016705
15001200080919,15001200040751
15001200052701,15001200005900
15001200037056,15001200050022
15001200035963,15001200068216
15001200051145,15001200009355
15001200021570,15001200040865
15001200049394,15001200024546
15001200007937,15001200047296
15001200094868,15001200067890
15001200053860,15001200021660
15001200039107,15001200024233
15001200048930,15001200002380
15001200106629,15001200002581
15001200106636,15001200026206
15001200080535,15001200017242
15001200091762,15001200026768
15001200091769,15001200077512
15001200093640,15001200068079
15001200094681,15001200014188
15001200077862,15001200041589
15001200091772,15001200002410
15001200020914,15001200030216
15001200106944,15001200044467
15001200020793,15001200039584
15001200066975,15001200046205
15001200107292,15001200079593
15001200049239,15001200077509
15001200050393,15001200046362
15001200094475,15001200031601
15001200051505,15001200003657
15001200052108,15001200026977
15001200110468,15001200017115
15001200050737,15001200042895
15001200093039,15001200065884
15001200021780,15001200014058
15001200063837,15001200027885
15001200037278,15001200003837
15001200108046,15001200012015
15001200009698,15001200060256
15001200037066,15001200056143
15001200079074,15001200050964
15001200037901,15001200070194
15001200064175,15001200059010
15001200092085,15001200075083
15001200096146,15001200058703
15001200108817,15001200070195
15001200095057,15001200032870
15001200050937,15001200063514
15001200049381,15001200020887
15001200092224,15001200050139
15001200023530,15001200004367
15001200081812,15001200008740
15001200078535,15001200029174
15001200110653,15001200065396
15001200107301,15001200050963
15001200051514,15001200044395
15001200020771,15001200048314
15001200080315,15001200017242
15001200023949,15001200035607
15001200081806,15001200007237
15001200007769,15001200021023
15001200078018,15001200054813
15001200078894,15001200077259
15001200105712,15001200032985
15001200020626,15001200059158
15001200063191,15001200017920
15001200008296,15001200032918
15001200078897,15001200008118
15001200065343,15001200024059
15001200079281,15001200024753
15001200021238,15001200037281
15001200008890,15001200056101
15001200035608,15001200061869
15001200107453,15001200079530
15001200009896,15001200076926
15001200080536,15001200019466
15001200065942,15001200004412
15001200036632,15001200058936
15001200105849,15001200002396
15001200094263,15001200003959
15001200109216,15001200032478
15001200109874,15001200006648
15001200079070,15001200058957
15001200106463,15001200048279
15001200050031,15001200025958
15001200039453,15001200032442
15001200053678,15001200072213
15001200107439,15001200058956
15001200093435,15001200065806
15001200077696,15001200079823
15001200035308,15001200036763
15001200006757,15001200021885
15001200082380,15001200044218
15001200035132,15001200020543
15001200106340,15001200077445
15001200021235,15001200050137
15001200010122,15001200063251
15001200063184,15001200068403
15001200106470,15001200057627
15001200035315,15001200014942
15001200078741,15001200054724
15001200091764,15001200023688
15001200106794,15001200039534
15001200010763,15001200006875
15001200064893,15001200074845
15001200052124,15001200067916
15001200066555,15001200049966
15001200091635,15001200024552
15001200049392,15001200029860
15001200035958,15001200012344
15001200022301,15001200060413
15001200024557,15001200057320
15001200008493,15001200048175
15001200006462,15001200046463
15001200106006,15001200039585
15001200110096,15001200012677
15001200077693,15001200013064
15001200049865,15001200019775
15001200063480,15001200002503
15001200006756,15001200036763
15001200077241,15001200033414
15001200053494,15001200057264
15001200106161,15001200068365
15001200035938,15001200049195
15001200007940,15001200032104
15001200052107,15001200057398
15001200093644,15001200063480
15001200051132,15001200003297
15001200077388,15001200044557
15001200050399,15001200072661
15001200024121,15001200060236
15001200051708,15001200054588
15001200007624,15001200011823
15001200092911,15001200063605
15001200093047,15001200057557
15001200099354,15001200042866
15001200106940,15001200059009
15001200038277,15001200048109
15001200067738,15001200074427
15001200079072,15001200012787
15001200093439,15001200036706
15001200105845,15001200075171
15001200052705,15001200063250
15001200106620,15001200068276
15001200037887,15001200005145
15001200092229,15001200063726
15001200035606,15001200045471
15001200106797,15001200070517
15001200039270,15001200028437
15001200093635,15001200003348
15001200007612,15001200057594
15001200023754,15001200039440
15001200049863,15001200021881
15001200009268,15001200054571
15001200050745,15001200077226
15001200107640,15001200065805
15001200063192,15001200016811
15001200051133,15001200031200
15001200106628,15001200002578
15001200092392,15001200017363
15001200091771,15001200077511
15001200050575,15001200049163
15001200050034,15001200038274
15001200080109,15001200013672
15001200006610,15001200033406
15001200077683,15001200002429
15001200052700,15001200024931
15001200081988,15001200049897
15001200051931,15001200011479
15001200022730,15001200042170
15001200039112,15001200079164
15001200109229,15001200038769
15001200094074,15001200033329
15001200036625,15001200029829
15001200078905,15001200057557
15001200079692,15001200068049
15001200062890,15001200063868
15001200036242,15001200007907
15001200095045,15001200061642
15001200106634,15001200075024
15001200035947,15001200002664
15001200078884,15001200057560
15001200008884,15001200010916
15001200078883,15001200026194
15001200006925,15001200054833
15001200020785,15001200052165
15001200023143,15001200034153
15001200080713,15001200029801
15001200094470,15001200051910
15001200095949,15001200058716
15001200091921,15001200079860
15001200095952,15001200048058
15001200107837,15001200007392
15001200081816,15001200009482
15001200008869,15001200050010
15001200078738,0
15001200053679,15001200063042
15001200064368,15001200034609
15001200096522,15001200039354
15001200007426,15001200065957
15001200021395,15001200038890
15001200077875,15001200030873
15001200036250,15001200050971
15001200066134,15001200025180
15001200079293,15001200074871
15001200024964,15001200044257
15001200038716,15001200067793
15001200022130,15001200002933
15001200064676,15001200032520
15001200021225,15001200052128
15001200006758,15001200033401
15001200053344,15001200008502
15001200037681,15001200039449
15001200106631,15001200042947
15001200053503,15001200041386
15001200051521,15001200035092
15001200079485,15001200072568
15001200035324,15001200072802
15001200064191,15001200002709
15001200065744,15001200004012
15001200094076,15001200070272
15001200067586,15001200076765
15001200007926,15001200008136
15001200065110,15001200054650
15001200050236,15001200021024
15001200035437,15001200060538
15001200108627,15001200027843
15001200107279,15001200042204
15001200008088,15001200040830
15001200094062,15001200003764
15001200049862,15001200070544
15001200110088,15001200027522
15001200049376,15001200079859
15001200064005,15001200079694
15001200092728,15001200022831
15001200007630,15001200017140
15001200034966,15001200002410
15001200051698,15001200049069
15001200053504,15001200072234
15001200078036,15001200039544
15001200063323,15001200059114
15001200106162,15001200079822
15001200006608,15001200052185
15001200064007,15001200063691
15001200106640,15001200060515
15001200007425,15001200002629
15001200110092,15001200079165
15001200021963,15001200072633
15001200091768,15001200015501
15001200093040,15001200061810
15001200053672,15001200065394
15001200108621,15001200058851
15001200037074,15001200020514
15001200035444,15001200075059
15001200091634,15001200070682
15001200106005,15001200038913
15001200051324,15001200057478
15001200023145,15001200003898
15001200065548,15001200003898
15001200064197,15001200014781
15001200106007,15001200045503
15001200106939,15001200068191
15001200096145,15001200024481
15001200064518,15001200053405
15001200035790,15001200034619
15001200049245,15001200072855
15001200022731,15001200038226
15001200051143,15001200008606
15001200077536,15001200027310
15001200094070,15001200029140
15001200064189,15001200026200
15001200007428,15001200002635
15001200036640,15001200051465
15001200049538,15001200035724
15001200079486,15001200068078
15001200081803,15001200034102
15001200108613,15001200004557
15001200051923,15001200004293
15001200079887,15001200038219
15001200024953,15001200021845
15001200107126,15001200068188
15001200010340,15001200006325
15001200035792,15001200039534
15001200050931,15001200068109
15001200108611,15001200004334
15001200025306,15001200069936
15001200096319,15001200067706
15001200095491,15001200055962
15001200008494,15001200042865
15001200079481,15001200034588
15001200036240,15001200042910
15001200096519,15001200069905
15001200007783,15001200002818
15001200007083,15001200044511
15001200093191,15001200020521
15001200035317,15001200020710
15001200064679,15001200079566
15001200037496,15001200067979
15001200050577,15001200002871
15001200035959,15001200011284
15001200037880,15001200072435
15001200093198,15001200003084
15001200009692,15001200056025
15001200008080,15001200003089
15001200079888,15001200042851
15001200110082,15001200079166
15001200053499,15001200051755
15001200079892,15001200077085
15001200066752,15001200067827
15001200063483,15001200012949
15001200051710,15001200016509
15001200081814,15001200044258
15001200021229,15001200050138
15001200024750,15001200065476
15001200037885,15001200065616
15001200063478,15001200042961
15001200110282,15001200032007
15001200063180,15001200060592
15001200108248,15001200060334
15001200094272,15001200050893
15001200038912,15001200048996
15001200063330,15001200015050
15001200038901,15001200057302
15001200051319,15001200003478
15001200009497,15001200031170
15001200023743,15001200004982
15001200078019,15001200072778
15001200092900,15001200025214
15001200025136,15001200048960
15001200051928,15001200049062
15001200107452,15001200053393
15001200108433,15001200004145
15001200109042,15001200005401
15001200108612,15001200036134
15001200023954,15001200026976
15001200065106,15001200032905
15001200006903,15001200052142
15001200008691,15001200003478
15001200024560,15001200024245
15001200094059,15001200050010
15001200048935,15001200063844
15001200052319,15001200032047
15001200077538,15001200037301
15001200052115,15001200051873
15001200009265,15001200010878
15001200049533,15001200049237
15001200038286,15001200048103
15001200067588,15001200015573
15001200022142,15001200072631
15001200078033,15001200072747
15001200063835,15001200023682
15001200095492,15001200065511
15001200039109,15001200051773
15001200010124,15001200022397
15001200091627,15001200070685
15001200096158,15001200027218
15001200063339,15001200063752
15001200065554,15001200051951
15001200066567,15001200063249
15001200082379,15001200069938
15001200006763,15001200057691
15001200023753,15001200050883
15001200049856,15001200017799
15001200008702,15001200022052
15001200021781,15001200013558
15001200023149,15001200038219
15001200037282,15001200011311
15001200064677,15001200015860
15001200080719,15001200058803
15001200108815,15001200022228
15001200022941,15001200012379
15001200064180,15001200039527
15001200049384,15001200042970
15001200050932,15001200028840
15001200037896,15001200015853
15001200036249,15001200033362
15001200094668,15001200070198
15001200021565,15001200079653
15001200035953,15001200014782
15001200107119,15001200025214
15001200038092,15001200039419
15001200092721,15001200072689
15001200009695,15001200067891
15001200036418,15001200050043
15001200007409,15001200022837
15001200065332,15001200049086
15001200009495,15001200022039
15001200110819,15001200079048
15001200008083,15001200050043
15001200107296,15001200042903
15001200051922,15001200004334
15001200079292,15001200049133
15001200035791,15001200049194
15001200038902,15001200065478
15001200109228,15001200051840
15001200038281,15001200005749
15001200009897,15001200034546
15001200023534,15001200060317
15001200039278,15001200021482
15001200095730,15001200006691
15001200023951,15001200079302
15001200093632,15001200053357
15001200067214,15001200047133
15001200079889,15001200011777
15001200025678,15001200079048
15001200034973,15001200031261
15001200010337,15001200038170
15001200049542,15001200043697
15001200095728,15001200038752
15001200063327,15001200018036
15001200023532,15001200004594
15001200024962,15001200011083
15001200079686,15001200061746
15001200035944,15001200074969
15001200081145,15001200042085
15001200010577,15001200074508
15001200038485,15001200047155
15001200094262,15001200003989
15001200064682,15001200031647
15001200051515,15001200077085
15001200063633,15001200038282
15001200007626,15001200079650
15001200007927,15001200040834
15001200080314,15001200057417
15001200092233,15001200061896
15001200009263,15001200047209
15001200109425,15001200029115
15001200093865,15001200018416
15001200108617,15001200063339
15001200039279,15001200022580
15001200080715,15001200067890
15001200094067,15001200003970
15001200009257,15001200004518
15001200023151,15001200020512
15001200078024,15001200037282
15001200064900,15001200036163
15001200066559,15001200030150
15001200108619,15001200011479
15001200022534,15001200050951
15001200079297,15001200079529
15001200009701,15001200067917
15001200036636,15001200072588
15001200110289,15001200053145
15001200108809,15001200074633
15001200009260,15001200030817
15001200106941,15001200068219
15001200035965,15001200034186
15001200109435,15001200025654
15001200049700,15001200053505
15001200008487,15001200008273
15001200108265,15001200079432
15001200006751,15001200075112
15001200023948,15001200025179
15001200078547,15001200049174
15001200106163,15001200047383
15001200106326,15001200027890
15001200049855,15001200002585
15001200110087,15001200008647
15001200108037,15001200065731
15001200009493,15001200026156
15001200077530,15001200077510
15001200049383,15001200047384
15001200095955,15001200029782
15001200093851,15001200058904
15001200106473,15001200048277
15001200048942,15001200042986
15001200107845,15001200065773
15001200007410,15001200054773
15001200007622,15001200054749
15001200107833,15001200070339
15001200080918,15001200049953
15001200081996,15001200019734
15001200021237,15001200027299
15001200094480,15001200018013
15001200106958,15001200021708
15001200035957,15001200077325
15001200007427,15001200054772
15001200008297,15001200043625
15001200065949,15001200011310
15001200022939,15001200049086
15001200108610,15001200014772
15001200108048,15001200012379
15001200023746,15001200005278
15001200009255,15001200020685
15001200051142,15001200070337
15001200035612,15001200024763
15001200007440,15001200032943
15001200050046,15001200018295
15001200094267,15001200004116
15001200105860,15001200040914
15001200000014,15001200022611
15001200078037,15001200079761
15001200006924,15001200057662
15001200037494,15001200057438
15001200037057,15001200050022
15001200037890,15001200054555
15001200007429,15001200056218
15001200007931,15001200002996
15001200078022,15001200038282
15001200049098,15001200063842
15001200034804,15001200026222
15001200020461,15001200054905
15001200035793,15001200074967
15001200038093,15001200053248
15001200024754,15001200046171
15001200052699,15001200067827
15001200025131,15001200045250
15001200007918,15001200044445
15001200008692,15001200068050
15001200106621,15001200065983
15001200105998,15001200026768
15001200066973,15001200019597
15001200021402,15001200021880
15001200024563,15001200042789
15001200037062,15001200003506
15001200008298,15001200032911
15001200095060,15001200026148
15001200080718,15001200029491
15001200082372,15001200021660
15001200007416,15001200021191
15001200110094,15001200009778
15001200050035,15001200065958
15001200108253,15001200032496
15001200038711,15001200019597
15001200107435,15001200002992
15001200108447,15001200072492
15001200081823,15001200013851
15001200067416,15001200013437
15001200107641,15001200038849
15001200021085,15001200060552
15001200063836,15001200035708
15001200096150,15001200058702
15001200036241,15001200017138
15001200039276,15001200013379
15001200006918,15001200014429
15001200006907,15001200002470
15001200107288,15001200065884
15001200036845,15001200063481
15001200063637,15001200056270
15001200065542,15001200039462
15001200095734,15001200036615
15001200065340,15001200022423
15001200105852,15001200063845
15001200039454,15001200060124
15001200067744,15001200021141
15001200096707,15001200029088
15001200053141,15001200037650
15001200039460,15001200036083
15001200064012,15001200037762
15001200093643,15001200032905
15001200095960,15001200060152
15001200106160,15001200015050
15001200109038,15001200065588
15001200095741,15001200042780
15001200094281,15001200025430
15001200023333,15001200012058
15001200035941,15001200041551
15001200065559,15001200040110
15001200110291,15001200058703
15001200064885,15001200074847
15001200096148,15001200054453
15001200067411,15001200054454
15001200091935,15001200032971
15001200077395,15001200040913
15001200009073,15001200060318
15001200066147,15001200025178
15001200035613,15001200021879
15001200007248,15001200060517
15001200051508,15001200065697
15001200067215,15001200047133
15001200067582,15001200069987
15001200106459,15001200077418
15001200110294,15001200017005
15001200008073,15001200072635
15001200049091,15001200029591
15001200051135,15001200006817
15001200053346,15001200020847
15001200079891,15001200014126
15001200092730,15001200063641
15001200096143,15001200067708
15001200077869,15001200077449
15001200092735,15001200068190
15001200049391,15001200059111
15001200007408,15001200072720
15001200106466,15001200042947
15001200049867,15001200075022
15001200107635,15001200063516
15001200009693,15001200051874
15001200050749,15001200079565
15001200063641,15001200012535
15001200096709,15001200039342
15001200050038,15001200016038
15001200095282,15001200034539
15001200036424,15001200011821
15001200079282,15001200038239
15001200109436,15001200025654
15001200049698,15001200027594
15001200077381,15001200040247
15001200007784,15001200063606
15001200092384,15001200060518
15001200037678,15001200017021
15001200008303,15001200038848
15001200036626,15001200037734
15001200092896,15001200026484
15001200036841,15001200003286
15001200023153,15001200045373
15001200051147,15001200027862
15001200037679,15001200022810
15001200035309,15001200041588
15001200091785,15001200035178
15001200023955,15001200058803
15001200034978,15001200048312
15001200007615,15001200017462
15001200021960,15001200027581
15001200064888,15001200032084
15001200108804,15001200005047
15001200007770,15001200023457
15001200067739,15001200060124
15001200106799,15001200034618
15001200107648,15001200070375
15001200110097,15001200046174
15001200011135,15001200048959
15001200009074,15001200050904
15001200036102,15001200008521
15001200050742,15001200070401
15001200051696,15001200024738
15001200010572,15001200006546
15001200051519,15001200029512
15001200092734,15001200032536
15001200078542,15001200050095
15001200049869,15001200044495
15001200006912,15001200032962
15001200024956,15001200008941
15001200010342,15001200022397
15001200108807,15001200010878
15001200036245,15001200002943
15001200023320,15001200050904
15001200105848,15001200002395
15001200050047,15001200044478
